ID_Client,Âge,Revenu_annuel,Score_depenses,Experience_travail,Taille_famille,cluster,Genre,Profession
376,22.0,89620.26093568001,83.0,8.0,1.0,0.0,Male,Artist
377,30.0,81038.89140944001,78.0,1.0,1.0,3.0,Female,Doctor
378,46.0,40841.53539552,64.0,1.0,2.0,2.0,Male,Artist
379,82.0,101430.40379904,77.0,2.0,2.0,0.0,Female,Artist
380,73.0,93242.29312672,51.0,0.0,1.0,0.0,Female,Entertainment
381,8.0,98684.34304656,2.0,5.0,1.0,0.0,Male,Artist
382,90.0,39495.22861808,8.0,0.0,2.0,2.0,Male,Engineer
383,34.0,51479.77812624,26.0,0.0,6.0,1.0,Male,Artist
384,10.0,103812.46100576,43.0,0.0,2.0,0.0,Female,Artist
385,79.0,80767.1546048,83.0,1.0,3.0,3.0,Female,Artist
386,83.0,74023.80607392002,97.0,1.0,2.0,3.0,Male,Artist
387,20.0,85022.67673792,18.0,15.0,3.0,3.0,Female,Artist
388,25.0,37945.82248976,5.0,15.0,2.0,2.0,Female,Artist
389,26.0,66079.86470432002,8.0,16.0,2.0,1.0,Female,Healthcare
390,18.0,48497.98710224,23.0,13.0,1.0,1.0,Female,Doctor
391,7.0,76643.84396048001,10.0,7.0,1.0,3.0,Female,Artist
392,1.0,50152.59981952,1.0,12.0,2.0,1.0,Male,Doctor
393,21.0,67014.90936127999,30.0,17.0,4.0,3.0,Male,Artist
394,86.0,91964.62380304,31.0,9.0,4.0,0.0,Female,Artist
395,75.0,85344.48512768,82.0,15.0,1.0,3.0,Female,Artist
396,78.0,103932.85785088,52.0,13.0,1.0,0.0,Male,Lawyer
397,87.0,39617.87587152001,69.0,6.0,4.0,2.0,Female,Homemaker
398,8.0,67008.15813632001,41.0,14.0,3.0,3.0,Female,Entertainment
399,59.0,73672.74237600001,28.0,5.0,3.0,3.0,Male,Executive
400,13.0,79298.76317600001,77.0,15.0,2.0,3.0,Male,Artist
401,55.0,46293.712152800006,35.0,16.0,1.0,2.0,Female,Engineer
402,50.0,51415.64148912,92.0,11.0,7.0,1.0,Female,Healthcare
403,54.0,104845.96102672002,95.0,13.0,2.0,0.0,Male,Doctor
404,13.0,100699.58369712,46.0,14.0,3.0,0.0,Male,Doctor
405,79.0,93580.4169768,45.0,5.0,5.0,0.0,Male,Engineer
406,65.0,67449.80076911999,11.0,17.0,6.0,3.0,Female,Artist
407,51.0,37611.07425216,73.0,15.0,3.0,2.0,Female,Executive
408,18.0,58452.105703680005,36.0,16.0,4.0,1.0,Male,Executive
409,21.0,105634.72914288002,87.0,2.0,3.0,0.0,Male,Healthcare
410,37.0,57788.79785136,93.0,7.0,4.0,1.0,Male,Healthcare
411,83.0,57749.41570576,83.0,0.0,2.0,1.0,Male,Entertainment
412,96.0,63903.157256800005,31.0,0.0,4.0,1.0,Female,Lawyer
413,65.0,48670.14333872,88.0,0.0,4.0,1.0,Female,Artist
414,80.0,33249.22032592,44.0,1.0,7.0,2.0,Male,Marketing
415,75.0,76000.78978304,5.0,1.0,5.0,3.0,Female,Lawyer
416,87.0,62375.6926096,78.0,1.0,4.0,1.0,Female,Engineer
417,86.0,105581.84454736,12.0,0.0,1.0,0.0,Female,Artist
418,36.0,70108.09559712,25.0,8.0,5.0,3.0,Female,Artist
419,78.0,93668.74550336,40.0,9.0,7.0,0.0,Female,Homemaker
420,62.0,97194.01013664,69.0,1.0,2.0,0.0,Female,Entertainment
421,89.0,68879.37265440001,19.0,1.0,1.0,3.0,Male,Healthcare
422,56.0,103259.9857632,96.0,0.0,6.0,0.0,Female,Entertainment
423,35.0,54282.09908672,34.0,5.0,4.0,1.0,Female,Artist
424,33.0,63341.68038096002,71.0,1.0,4.0,1.0,Male,Artist
425,58.0,87581.39099775998,71.0,7.0,7.0,0.0,Female,Entertainment
426,68.0,40983.87372176001,93.0,1.0,2.0,2.0,Female,Artist
427,38.0,40449.40174576,32.0,2.0,3.0,2.0,Male,Entertainment
428,31.0,89160.61503632,57.0,1.0,5.0,0.0,Male,Doctor
429,90.0,50212.79824208,4.0,1.0,1.0,1.0,Male,Entertainment
430,28.0,101218.30281488,24.0,1.0,1.0,0.0,Male,Engineer
431,1.0,62762.76284064,85.0,7.0,4.0,1.0,Male,Healthcare
432,78.0,71796.4644392,78.0,10.0,7.0,3.0,Male,Executive
433,23.0,28172.86175808,32.0,3.0,5.0,2.0,Female,Artist
434,25.0,43758.62718032,62.0,4.0,1.0,2.0,Female,Artist
435,59.0,95641.79099792002,38.0,5.0,5.0,0.0,Male,Engineer
436,7.0,59962.69228847999,76.0,1.0,7.0,1.0,Female,Doctor
437,24.0,44008.42250384001,41.0,0.0,1.0,2.0,Female,Lawyer
439,37.0,86302.59646992001,93.0,1.0,6.0,3.0,Male,Entertainment
440,6.0,91624.24954464,91.0,0.0,1.0,0.0,Female,Artist
442,3.0,75164.76309216,47.0,1.0,1.0,3.0,Male,Artist
443,95.0,37312.89514976,88.0,0.0,3.0,2.0,Female,Artist
444,0.0,38685.08162288,16.0,1.0,4.0,2.0,Female,Lawyer
445,7.0,39803.53455792001,86.0,13.0,3.0,2.0,Male,Artist
446,54.0,37060.849417920006,87.0,7.0,6.0,2.0,Male,Artist
447,89.0,65259.59087168,24.0,15.0,1.0,1.0,Male,Engineer
448,58.0,37748.91176176,91.0,6.0,1.0,2.0,Female,Engineer
449,12.0,60776.21489616001,64.0,13.0,5.0,1.0,Female,Artist
450,7.0,99214.31420592002,80.0,8.0,2.0,0.0,Male,Healthcare
451,11.0,49763.27918016,40.0,8.0,6.0,1.0,Male,Healthcare
452,74.0,72162.71839328,55.0,7.0,4.0,3.0,Male,Engineer
453,64.0,88203.06629616,20.0,7.0,2.0,0.0,Female,Healthcare
454,48.0,69331.70472672,50.0,10.0,7.0,3.0,Female,Lawyer
455,8.0,34200.5804432,38.0,1.0,5.0,2.0,Female,Artist
456,15.0,102017.76037056,99.0,14.0,6.0,0.0,Female,Artist
457,1.0,105373.68177776,7.0,0.0,1.0,0.0,Male,Artist
458,21.0,86576.0210808,86.0,6.0,6.0,3.0,Female,Artist
459,84.0,30099.211280000007,44.0,3.0,4.0,2.0,Male,Marketing
460,5.0,39068.776241440006,28.0,4.0,6.0,2.0,Female,Doctor
461,47.0,69803.16526976001,56.0,0.0,7.0,3.0,Female,Lawyer
462,96.0,76401.36246400002,29.0,0.0,7.0,3.0,Female,Healthcare
463,93.0,67848.12304176,96.0,2.0,4.0,3.0,Male,Artist
464,16.0,51398.20082464001,11.0,1.0,4.0,1.0,Female,Entertainment
465,56.0,29947.871320480004,41.0,0.0,5.0,2.0,Male,Marketing
466,76.0,87951.58316640001,31.0,1.0,2.0,0.0,Female,Engineer
467,0.0,104645.11208416,80.0,15.0,2.0,0.0,Male,Doctor
468,70.0,62876.40846079999,53.0,12.0,5.0,1.0,Female,Executive
469,47.0,80961.81492448,12.0,4.0,3.0,3.0,Female,Artist
470,13.0,102624.2454128,22.0,11.0,4.0,0.0,Male,Healthcare
471,86.0,55395.48860304001,46.0,10.0,5.0,1.0,Male,Homemaker
472,91.0,52750.69622496,28.0,15.0,7.0,1.0,Male,Artist
473,97.0,58838.05073056001,50.0,8.0,2.0,1.0,Male,Healthcare
474,20.0,73595.66589104001,92.0,17.0,5.0,3.0,Male,Artist
475,11.0,33307.16834016,92.0,5.0,4.0,2.0,Female,Healthcare
476,28.0,44990.16313344,45.0,9.0,2.0,2.0,Female,Lawyer
477,32.0,58974.20043392,42.0,0.0,7.0,1.0,Male,Artist
478,82.0,106173.70193552,30.0,0.0,6.0,0.0,Male,Lawyer
479,39.0,105508.14367488002,66.0,3.0,6.0,0.0,Male,Healthcare
480,7.0,75393.17953664,85.0,2.0,1.0,3.0,Male,Entertainment
481,13.0,99241.31910575998,71.0,6.0,3.0,0.0,Female,Artist
482,34.0,87140.31096704002,43.0,9.0,6.0,3.0,Female,Healthcare
483,76.0,87553.26089375999,81.0,0.0,2.0,0.0,Male,Healthcare
484,30.0,35066.987646400004,60.0,1.0,1.0,2.0,Female,Healthcare
485,69.0,63482.89350304002,34.0,1.0,7.0,1.0,Female,Healthcare
486,22.0,32790.13702864,59.0,2.0,4.0,2.0,Male,Homemaker
487,60.0,43802.51014256,81.0,1.0,6.0,2.0,Female,Artist
488,66.0,70338.76244992,25.0,0.0,1.0,3.0,Male,Artist
489,57.0,76650.03258336,34.0,9.0,1.0,3.0,Female,Artist
490,60.0,46096.23882272,81.0,1.0,4.0,2.0,Female,Healthcare
491,59.0,73425.76006288001,97.0,3.0,4.0,3.0,Female,Artist
492,54.0,81297.12576416001,88.0,3.0,1.0,3.0,Female,Lawyer
493,90.0,35876.572039520004,6.0,4.0,2.0,2.0,Male,Artist
494,14.0,37559.314860800005,20.0,0.0,4.0,2.0,Female,Artist
495,34.0,76015.9800392,54.0,1.0,7.0,3.0,Female,Entertainment
496,85.0,101199.17434415998,17.0,12.0,4.0,0.0,Female,Healthcare
497,83.0,52519.46677007999,65.0,1.0,1.0,1.0,Female,Doctor
498,12.0,47566.31805776001,96.0,3.0,3.0,1.0,Male,Homemaker
500,41.0,36975.896503840006,91.0,6.0,7.0,2.0,Male,Artist
501,38.0,54456.50573152,96.0,6.0,3.0,1.0,Female,Healthcare
502,68.0,40705.38569216,61.0,8.0,5.0,2.0,Male,Healthcare
503,4.0,29872.48264176,21.0,0.0,7.0,2.0,Female,Healthcare
504,5.0,81482.22184848001,17.0,1.0,3.0,3.0,Female,Artist
505,3.0,103434.95501008004,10.0,1.0,2.0,0.0,Female,Doctor
506,20.0,62952.92234368,90.0,1.0,3.0,1.0,Female,Executive
507,3.0,36470.11723392,30.0,1.0,1.0,2.0,Female,Executive
508,36.0,49826.8532152,16.0,1.0,5.0,1.0,Male,Healthcare
509,70.0,59058.59074592,63.0,1.0,1.0,1.0,Female,Artist
510,17.0,93988.3034848,47.0,1.0,5.0,0.0,Female,Artist
511,31.0,38829.67035744,17.0,6.0,1.0,2.0,Female,Artist
512,48.0,97954.08554672,96.0,0.0,1.0,0.0,Female,Entertainment
513,28.0,34985.97294688,29.0,0.0,1.0,2.0,Male,Marketing
514,97.0,103396.69806864,70.0,9.0,3.0,0.0,Male,Healthcare
515,81.0,47129.73884368,1.0,1.0,2.0,1.0,Male,Artist
516,37.0,83375.37784767999,91.0,0.0,2.0,3.0,Female,Artist
517,85.0,74118.32322336001,87.0,1.0,1.0,3.0,Male,Entertainment
518,78.0,33739.80933968,94.0,14.0,7.0,2.0,Female,Homemaker
519,13.0,50049.0810368,2.0,13.0,3.0,1.0,Female,Entertainment
520,53.0,78824.48962256001,38.0,1.0,5.0,3.0,Female,Healthcare
521,41.0,91083.02634368,49.0,1.0,3.0,0.0,Female,Entertainment
522,9.0,32221.34632576,60.0,1.0,1.0,2.0,Female,Engineer
523,20.0,67485.24470016001,2.0,8.0,2.0,3.0,Male,Healthcare
524,98.0,94065.37996976,63.0,1.0,5.0,0.0,Female,Doctor
525,44.0,104709.24872128002,2.0,8.0,6.0,0.0,Female,Healthcare
526,66.0,75769.56032816,59.0,15.0,5.0,3.0,Female,Healthcare
527,58.0,101537.86079632,74.0,0.0,3.0,0.0,Female,Healthcare
528,97.0,63451.95038864001,21.0,9.0,6.0,1.0,Male,Artist
529,13.0,84535.46333664001,17.0,0.0,3.0,3.0,Male,Doctor
530,48.0,65167.32413056,92.0,2.0,2.0,1.0,Male,Artist
531,47.0,58979.82645472,44.0,0.0,7.0,1.0,Female,Artist
532,93.0,85836.76194767999,66.0,14.0,5.0,3.0,Male,Doctor
533,11.0,91303.00375696,45.0,3.0,2.0,0.0,Female,Engineer
534,68.0,96633.09586288,59.0,1.0,6.0,0.0,Female,Doctor
535,87.0,43719.24503472,73.0,0.0,1.0,2.0,Female,Artist
536,22.0,53477.01551024,17.0,1.0,2.0,1.0,Female,Entertainment
537,89.0,42093.88762560001,33.0,1.0,2.0,2.0,Male,Doctor
538,57.0,85665.73091536002,92.0,9.0,5.0,3.0,Male,Engineer
539,91.0,40465.154604,14.0,4.0,2.0,2.0,Male,Artist
540,84.0,85144.19878720002,95.0,1.0,7.0,3.0,Female,Artist
541,56.0,91659.69347568002,51.0,0.0,4.0,0.0,Male,Executive
542,26.0,29386.957046720003,30.0,1.0,2.0,2.0,Female,Executive
543,56.0,56412.67316368,87.0,1.0,5.0,1.0,Female,Artist
544,6.0,95792.00575328,23.0,3.0,2.0,0.0,Female,Artist
545,33.0,49938.24842704,1.0,1.0,1.0,1.0,Female,Entertainment
547,99.0,92706.13334448004,83.0,0.0,2.0,0.0,Male,Engineer
548,25.0,87774.92611328,85.0,2.0,1.0,0.0,Female,Artist
549,96.0,105140.20191456,40.0,1.0,7.0,0.0,Female,Entertainment
550,35.0,55866.38654400001,88.0,5.0,2.0,1.0,Female,Homemaker
551,16.0,32702.371104160004,65.0,0.0,3.0,2.0,Male,Marketing
552,81.0,50190.29415888,12.0,1.0,7.0,1.0,Female,Doctor
553,7.0,83606.60730256,59.0,1.0,7.0,3.0,Female,Homemaker
554,31.0,78534.74955136002,62.0,1.0,1.0,3.0,Female,Marketing
555,16.0,96796.25046608002,62.0,1.0,3.0,0.0,Female,Healthcare
556,89.0,32086.88442864001,99.0,0.0,4.0,2.0,Male,Artist
557,84.0,66168.75583296,63.0,0.0,6.0,1.0,Male,Engineer
558,40.0,104261.98006768002,96.0,0.0,7.0,0.0,Male,Artist
559,17.0,104968.60828016,5.0,8.0,5.0,0.0,Female,Healthcare
560,0.0,85120.56949984,89.0,0.0,6.0,3.0,Male,Artist
561,69.0,69720.46276400001,52.0,1.0,7.0,3.0,Female,Artist
562,17.0,95358.80215168002,12.0,11.0,6.0,0.0,Female,Lawyer
563,0.0,80391.33641536001,25.0,8.0,1.0,3.0,Female,Entertainment
564,34.0,33181.70807632,3.0,9.0,5.0,2.0,Female,Entertainment
565,51.0,79560.93574528,100.0,15.0,1.0,3.0,Female,Healthcare
566,54.0,58991.07849632001,67.0,1.0,7.0,1.0,Male,Healthcare
567,19.0,101454.59568848004,14.0,17.0,5.0,0.0,Female,Artist
568,99.0,97271.64922368,13.0,0.0,3.0,0.0,Female,Engineer
569,2.0,57076.54361808,82.0,4.0,3.0,1.0,Female,Healthcare
570,91.0,106879.76754592,37.0,8.0,1.0,0.0,Female,Engineer
571,65.0,50681.44577472,65.0,1.0,6.0,1.0,Male,Artist
572,47.0,63150.39567376001,24.0,4.0,5.0,1.0,Female,Executive
573,91.0,102266.993092,61.0,4.0,5.0,0.0,Female,Artist
574,64.0,33243.03170304,31.0,1.0,3.0,2.0,Female,Artist
575,91.0,34237.712180480004,23.0,1.0,6.0,2.0,Female,Artist
576,32.0,84334.051792,34.0,6.0,3.0,3.0,Male,Artist
577,15.0,80326.07457407999,98.0,8.0,5.0,3.0,Male,Engineer
578,22.0,91477.97300384,84.0,8.0,3.0,0.0,Male,Artist
579,37.0,82249.61108560002,89.0,4.0,4.0,3.0,Female,Healthcare
580,83.0,76102.05815744001,53.0,4.0,5.0,3.0,Male,Lawyer
581,89.0,76534.69915696002,1.0,5.0,1.0,3.0,Female,Marketing
582,33.0,62556.28787728,67.0,9.0,4.0,1.0,Female,Artist
583,13.0,81077.14835088,62.0,12.0,5.0,3.0,Female,Entertainment
584,71.0,99782.54230672,56.0,6.0,2.0,0.0,Female,Doctor
585,10.0,63471.64146144001,85.0,15.0,7.0,1.0,Female,Marketing
586,49.0,30104.274698720004,98.0,5.0,4.0,2.0,Male,Artist
587,9.0,94668.48939952,75.0,10.0,2.0,0.0,Female,Executive
588,53.0,48814.73207328,2.0,16.0,3.0,1.0,Female,Lawyer
589,63.0,29627.188134880005,25.0,12.0,5.0,2.0,Female,Healthcare
590,46.0,83557.6609216,14.0,11.0,5.0,3.0,Female,Healthcare
591,42.0,84354.30546688,52.0,15.0,3.0,3.0,Male,Artist
592,73.0,57551.94237568,31.0,7.0,5.0,1.0,Female,Entertainment
593,75.0,100377.21270528,16.0,10.0,7.0,0.0,Male,Executive
594,49.0,47139.30307904001,41.0,15.0,1.0,1.0,Female,Doctor
595,96.0,103952.54892368002,77.0,8.0,5.0,0.0,Female,Engineer
596,52.0,39552.05142816,88.0,14.0,3.0,2.0,Female,Executive
597,15.0,32990.423369120006,51.0,5.0,7.0,2.0,Female,Entertainment
598,91.0,55066.92898832,40.0,15.0,7.0,1.0,Male,Entertainment
599,22.0,36404.29279056,29.0,7.0,3.0,2.0,Male,Entertainment
600,62.0,40392.0163336,87.0,8.0,1.0,2.0,Male,Healthcare
601,41.0,43076.75345936,85.0,16.0,1.0,2.0,Male,Doctor
603,71.0,86644.65853456,32.0,7.0,7.0,3.0,Female,Artist
604,91.0,39224.6170176,78.0,17.0,6.0,2.0,Female,Lawyer
605,94.0,47970.26635120001,68.0,7.0,6.0,1.0,Female,Executive
606,3.0,87689.41059712,31.0,13.0,3.0,0.0,Female,Healthcare
607,15.0,55934.46139568,72.0,8.0,7.0,1.0,Female,Artist
608,96.0,81834.41075056001,57.0,2.0,1.0,3.0,Female,Executive
609,12.0,66410.11212528001,77.0,9.0,2.0,1.0,Male,Artist
610,23.0,41496.96681872001,83.0,0.0,7.0,2.0,Female,Doctor
611,94.0,50680.320570560005,17.0,5.0,7.0,1.0,Male,Artist
612,7.0,42154.64865023999,12.0,0.0,6.0,2.0,Female,Artist
613,74.0,57020.84601215999,36.0,0.0,5.0,1.0,Female,Lawyer
614,52.0,52854.77760976,81.0,9.0,2.0,1.0,Female,Healthcare
615,39.0,75742.55542832002,23.0,1.0,6.0,3.0,Male,Engineer
616,72.0,57305.52266464,70.0,8.0,6.0,1.0,Male,Healthcare
617,55.0,93111.20684208002,47.0,10.0,4.0,0.0,Female,Artist
618,29.0,76475.06333648,74.0,5.0,1.0,3.0,Male,Lawyer
619,38.0,58148.300580480005,20.0,1.0,6.0,1.0,Male,Marketing
620,44.0,42304.8634056,79.0,1.0,3.0,2.0,Female,Artist
621,58.0,69246.75181264001,44.0,6.0,5.0,3.0,Male,Entertainment
622,77.0,41567.292078720006,30.0,1.0,2.0,2.0,Male,Healthcare
623,56.0,51298.05765440001,61.0,1.0,7.0,1.0,Female,Entertainment
624,79.0,48515.99036880001,52.0,0.0,2.0,1.0,Male,Artist
625,97.0,54234.84051200001,4.0,1.0,7.0,1.0,Female,Doctor
626,78.0,47032.97128592,12.0,1.0,6.0,1.0,Male,Healthcare
627,91.0,46434.3626728,50.0,0.0,1.0,2.0,Female,Healthcare
628,35.0,51887.10203216,8.0,0.0,5.0,1.0,Male,Lawyer
629,43.0,84640.10732352,27.0,13.0,4.0,3.0,Female,Artist
630,37.0,83881.15711760001,83.0,1.0,2.0,3.0,Female,Lawyer
631,63.0,63914.409298400016,42.0,3.0,3.0,1.0,Male,Artist
632,16.0,52802.45561632,82.0,0.0,7.0,1.0,Female,Healthcare
633,32.0,66544.5740224,92.0,0.0,5.0,1.0,Male,Artist
634,91.0,53208.65431807999,90.0,0.0,1.0,1.0,Male,Artist
635,33.0,72720.25705455999,70.0,6.0,3.0,3.0,Female,Executive
636,57.0,39591.99617584,10.0,2.0,6.0,2.0,Female,Healthcare
637,43.0,43657.921408,66.0,0.0,1.0,2.0,Female,Healthcare
638,26.0,63971.79471056001,97.0,0.0,5.0,1.0,Female,Entertainment
639,59.0,106709.86171776,8.0,0.0,7.0,0.0,Female,Doctor
640,61.0,80553.36581440002,58.0,0.0,5.0,3.0,Female,Artist
641,59.0,98393.4777712,14.0,3.0,4.0,0.0,Female,Marketing
643,26.0,87122.87030256,13.0,0.0,7.0,3.0,Male,Healthcare
644,67.0,90547.9917656,51.0,0.0,5.0,0.0,Female,Healthcare
645,85.0,67263.01687856001,35.0,0.0,2.0,3.0,Female,Artist
646,76.0,105285.91585328,33.0,0.0,7.0,0.0,Female,Doctor
647,57.0,54835.699533440005,22.0,0.0,1.0,1.0,Female,Artist
648,77.0,90213.80613008002,77.0,8.0,5.0,0.0,Female,Lawyer
649,66.0,100495.92174416,94.0,1.0,2.0,0.0,Female,Healthcare
650,49.0,95748.12279104,80.0,1.0,6.0,0.0,Female,Lawyer
651,36.0,93395.88349456,40.0,1.0,4.0,0.0,Female,Doctor
652,74.0,51643.49533152,83.0,0.0,7.0,1.0,Male,Entertainment
653,16.0,106372.30046976,86.0,6.0,3.0,0.0,Female,Artist
654,27.0,85918.90185136002,15.0,1.0,6.0,3.0,Male,Executive
655,3.0,89199.99718192001,98.0,0.0,3.0,0.0,Female,Executive
656,31.0,75536.64306704,94.0,1.0,3.0,3.0,Male,Marketing
657,30.0,83397.88193088,28.0,1.0,1.0,3.0,Female,Executive
658,94.0,96585.83728816,81.0,0.0,6.0,0.0,Male,Artist
659,31.0,106582.71364768004,38.0,1.0,6.0,0.0,Female,Artist
660,49.0,59991.94759664001,53.0,0.0,3.0,1.0,Male,Artist
661,49.0,45618.027054720005,48.0,6.0,5.0,2.0,Male,Executive
662,53.0,83692.12281872,52.0,7.0,7.0,3.0,Male,Doctor
663,3.0,66183.38348704002,95.0,2.0,7.0,1.0,Female,Healthcare
664,91.0,89755.84803696,37.0,4.0,1.0,0.0,Female,Doctor
665,26.0,44741.493014080006,6.0,9.0,7.0,2.0,Male,Marketing
667,92.0,61615.617199520006,72.0,1.0,4.0,1.0,Female,Entertainment
668,59.0,88261.01431040002,70.0,0.0,7.0,0.0,Female,Artist
669,15.0,88484.92993823999,58.0,0.0,6.0,0.0,Male,Artist
670,23.0,81530.04302528,84.0,1.0,7.0,3.0,Female,Engineer
671,54.0,33285.22685904,100.0,3.0,3.0,2.0,Male,Marketing
672,93.0,52879.532101280005,49.0,1.0,3.0,1.0,Female,Artist
673,65.0,32809.828101440005,45.0,1.0,1.0,2.0,Female,Doctor
674,13.0,101710.57963488002,88.0,1.0,5.0,0.0,Female,Lawyer
675,71.0,47608.51321376,45.0,0.0,6.0,1.0,Male,Doctor
676,1.0,52138.58516192,59.0,8.0,4.0,1.0,Male,Artist
677,57.0,49257.49991024001,94.0,1.0,1.0,1.0,Female,Artist
678,14.0,41730.44668192,79.0,1.0,2.0,2.0,Male,Entertainment
679,77.0,101735.89672848002,33.0,1.0,2.0,0.0,Female,Healthcare
680,89.0,77299.83798576,33.0,1.0,7.0,3.0,Female,Doctor
681,17.0,54096.44040032001,100.0,1.0,4.0,1.0,Male,Artist
682,86.0,97035.91895216,69.0,1.0,3.0,0.0,Male,Entertainment
683,42.0,33730.245104320005,37.0,4.0,4.0,2.0,Male,Executive
684,29.0,63146.457459200006,95.0,0.0,4.0,1.0,Female,Entertainment
685,54.0,81959.30841232001,35.0,0.0,2.0,3.0,Female,Artist
686,96.0,76662.9724312,49.0,12.0,5.0,3.0,Male,Artist
687,58.0,42121.45512752001,12.0,0.0,3.0,2.0,Female,Healthcare
688,52.0,61562.73260400001,46.0,0.0,1.0,1.0,Female,Engineer
689,3.0,70896.3011112,57.0,0.0,1.0,3.0,Female,Healthcare
690,13.0,88300.95905808001,66.0,4.0,7.0,0.0,Female,Healthcare
691,3.0,71547.23171776,68.0,1.0,2.0,3.0,Female,Healthcare
692,89.0,64043.24517472,22.0,0.0,3.0,1.0,Male,Doctor
693,83.0,74266.28757040002,2.0,0.0,5.0,3.0,Male,Entertainment
694,80.0,96386.67615184,78.0,10.0,4.0,0.0,Female,Lawyer
695,74.0,51959.115098400005,87.0,1.0,4.0,1.0,Female,Entertainment
696,42.0,34308.60004256,3.0,0.0,5.0,2.0,Male,Healthcare
697,91.0,29110.15682336,33.0,8.0,3.0,2.0,Female,Artist
698,31.0,77983.39951296001,71.0,9.0,2.0,3.0,Female,Executive
699,8.0,88960.32869584,84.0,1.0,1.0,0.0,Male,Artist
700,64.0,92646.49752400002,65.0,0.0,5.0,0.0,Male,Executive
701,41.0,97263.77279456,27.0,8.0,7.0,0.0,Female,Healthcare
702,62.0,39449.09524752,93.0,0.0,1.0,2.0,Female,Artist
703,41.0,64135.51191584002,26.0,7.0,7.0,1.0,Male,Healthcare
705,5.0,32217.4081112,89.0,7.0,7.0,2.0,Male,Entertainment
706,38.0,73474.14384176,2.0,6.0,1.0,3.0,Female,Artist
707,88.0,68410.72512176,7.0,0.0,5.0,3.0,Female,Engineer
708,56.0,58066.1606768,100.0,6.0,6.0,1.0,Male,Artist
709,47.0,37305.01872064,8.0,0.0,4.0,2.0,Male,Executive
710,4.0,79515.92757888002,93.0,2.0,1.0,3.0,Male,Homemaker
711,82.0,86433.68275456001,76.0,9.0,7.0,3.0,Male,Entertainment
712,31.0,36861.6882816,71.0,1.0,2.0,2.0,Female,Lawyer
713,69.0,86200.20289136001,83.0,1.0,6.0,3.0,Female,Healthcare
714,62.0,52191.46975744001,75.0,1.0,1.0,1.0,Male,Doctor
715,54.0,74457.5722776,10.0,0.0,2.0,3.0,Female,Artist
716,60.0,104682.80642352,49.0,1.0,2.0,0.0,Female,Marketing
717,31.0,30269.117108160004,32.0,1.0,7.0,2.0,Female,Artist
718,17.0,58363.77717712,62.0,6.0,4.0,1.0,Female,Healthcare
719,15.0,28439.535144,34.0,9.0,7.0,2.0,Female,Healthcare
720,37.0,81941.86774784,21.0,7.0,6.0,3.0,Female,Healthcare
721,36.0,48235.81453296001,37.0,0.0,3.0,1.0,Male,Executive
722,27.0,56232.07789600001,20.0,0.0,4.0,1.0,Female,Entertainment
723,11.0,46819.7450976,21.0,7.0,4.0,1.0,Female,Engineer
724,83.0,41300.6186928,50.0,8.0,5.0,2.0,Male,Entertainment
725,71.0,36180.9397648,43.0,2.0,1.0,2.0,Female,Marketing
726,20.0,33668.35887552001,79.0,0.0,1.0,2.0,Female,Doctor
727,3.0,38137.10719696,1.0,1.0,6.0,2.0,Male,Executive
728,52.0,97240.70610928,4.0,0.0,1.0,0.0,Male,Engineer
729,75.0,81874.35549824,61.0,1.0,2.0,3.0,Male,Healthcare
730,36.0,97784.17971856,42.0,0.0,2.0,0.0,Male,Artist
731,60.0,104528.09085152,69.0,7.0,1.0,0.0,Male,Entertainment
732,8.0,67388.4771424,71.0,1.0,3.0,3.0,Male,Healthcare
733,9.0,89226.43947968002,86.0,1.0,2.0,0.0,Female,Artist
734,41.0,66455.68289376001,52.0,0.0,6.0,1.0,Female,Entertainment
735,38.0,56239.95432512001,11.0,7.0,4.0,1.0,Male,Healthcare
736,69.0,67935.32636416,27.0,1.0,6.0,3.0,Female,Executive
737,33.0,106686.23243040002,53.0,5.0,5.0,0.0,Female,Executive
738,64.0,70612.18706079999,6.0,3.0,3.0,3.0,Male,Healthcare
739,19.0,57272.32914192,49.0,1.0,1.0,1.0,Male,Engineer
740,88.0,52273.60966112,74.0,0.0,3.0,1.0,Female,Artist
741,91.0,91403.1469272,59.0,9.0,3.0,0.0,Female,Engineer
742,84.0,92164.34754144,27.0,2.0,1.0,0.0,Male,Engineer
743,43.0,30285.99517056,56.0,4.0,1.0,2.0,Female,Entertainment
744,30.0,78871.18559520002,49.0,1.0,4.0,3.0,Female,Engineer
745,16.0,70795.59533888001,69.0,1.0,4.0,3.0,Male,Healthcare
746,89.0,56787.92875104001,27.0,0.0,7.0,1.0,Male,Entertainment
747,5.0,94894.0928336,37.0,1.0,3.0,0.0,Male,Artist
748,54.0,99515.8689208,10.0,0.0,3.0,0.0,Female,Entertainment
749,41.0,62546.723641920005,28.0,4.0,5.0,1.0,Female,Artist
750,80.0,71638.9358568,97.0,6.0,6.0,3.0,Male,Artist
751,37.0,83885.65793424001,3.0,10.0,1.0,3.0,Male,Healthcare
752,87.0,94351.18182640002,31.0,0.0,7.0,0.0,Male,Healthcare
753,50.0,103264.48657984,85.0,1.0,4.0,0.0,Female,Entertainment
754,14.0,28352.89442368,46.0,0.0,6.0,2.0,Female,Lawyer
755,17.0,35757.30039856,3.0,1.0,1.0,2.0,Female,Marketing
